cal_per_gesture,cal_total_ms,participant,session,arm,n_cal,n_test,acc,f1_macro,f1_rest,f1_close,f1_open
24,14400,patient7,impaired_08,impaired,288,117,0.8974358974358975,0.8925655017609041,0.962962962962963,0.896551724137931,0.8181818181818181
24,14400,patient7,impaired_09,impaired,288,117,1.0,1.0,1.0,1.0,1.0
24,14400,patient8,healthy_01,healthy,288,117,0.8547008547008547,0.8505494505494505,1.0,0.8131868131868132,0.7384615384615384
24,14400,patient8,impaired_01,impaired,288,117,1.0,1.0,1.0,1.0,1.0
24,14400,patient8,impaired_02,impaired,288,117,0.811965811965812,0.7957142857142857,1.0,0.78,0.6071428571428571
24,14400,patient9,healthy_01,healthy,288,117,0.8547008547008547,0.8474547023295944,1.0,0.8210526315789474,0.7213114754098361
24,14400,patient9,impaired_01,impaired,288,117,0.905982905982906,0.9047143095119106,1.0,0.8735632183908045,0.8405797101449275
24,14400,patient9,impaired_02,impaired,288,117,0.8974358974358975,0.8957219251336898,1.0,0.8636363636363635,0.8235294117647058
24,14400,patient9,impaired_03,impaired,288,117,0.905982905982906,0.9047143095119106,1.0,0.8735632183908045,0.8405797101449275
24,14400,patient9,impaired_04,impaired,288,117,0.7863247863247863,0.7696260854155591,1.0,0.7474747474747475,0.5614035087719298
24,14400,patient9,impaired_05,impaired,288,117,0.717948717948718,0.6564564564564564,1.0,0.7027027027027027,0.2666666666666667
24,14400,patient9,impaired_06,impaired,288,117,0.9401709401709402,0.9396851698425849,1.0,0.9176470588235294,0.9014084507042254
24,14400,patient10,healthy_01,healthy,288,117,0.9316239316239316,0.9315789473684211,1.0,0.9,0.8947368421052632
24,14400,patient10,healthy_02,healthy,288,117,0.9829059829059829,0.9828947368421054,1.0,0.975,0.9736842105263158
24,14400,patient10,impaired_01,impaired,288,117,0.8205128205128205,0.8064859117490698,1.0,0.787878787878788,0.631578947368421
24,14400,patient10,impaired_02,impaired,288,117,0.6752136752136753,0.5990259740259739,1.0,0.6607142857142857,0.13636363636363635
24,14400,patient10,impaired_03,impaired,288,117,0.811965811965812,0.8037062457103638,1.0,0.7659574468085106,0.6451612903225806
24,14400,patient10,impaired_04,impaired,288,117,0.7008547008547008,0.6254373327845235,1.0,0.6902654867256637,0.18604651162790695
24,14400,patient10,impaired_05,impaired,288,117,0.6666666666666666,0.5555555555555555,1.0,0.6666666666666666,0.0
24,14400,patient10,impaired_06,impaired,288,117,0.7094017094017094,0.6412337662337663,1.0,0.6964285714285715,0.22727272727272727
24,14400,patient10,impaired_07,impaired,288,117,0.8547008547008547,0.858085022195651,0.9041095890410958,0.8172043010752689,0.8529411764705882
24,14400,patient10,impaired_08,impaired,288,117,0.8290598290598291,0.8337621100449636,0.8529411764705882,0.7872340425531915,0.8611111111111112
24,14400,patient11,healthy_01,healthy,288,117,0.9914529914529915,0.9914515863882952,1.0,0.9870129870129869,0.9873417721518987
24,14400,patient11,healthy_02,healthy,288,117,0.8632478632478633,0.8594907407407408,0.975,0.8222222222222223,0.7812500000000001
24,14400,patient11,impaired_01,impaired,288,117,0.717948717948718,0.6727064657638756,1.0,0.6915887850467289,0.326530612244898
24,14400,patient11,impaired_02,impaired,288,117,0.8888888888888888,0.8857142857142858,1.0,0.8571428571428571,0.8
24,14400,patient11,impaired_03,impaired,288,117,0.7692307692307693,0.7508226867982964,0.8536585365853658,0.7916666666666666,0.6071428571428571
24,14400,patient11,impaired_04,impaired,288,117,0.9487179487179487,0.9484126984126985,1.0,0.9285714285714286,0.9166666666666666
24,14400,patient12,healthy_01,healthy,288,117,0.7606837606837606,0.750171585449554,1.0,0.7021276595744681,0.5483870967741935
24,14400,patient12,healthy_02,healthy,288,117,0.6666666666666666,0.5555555555555555,1.0,0.6666666666666666,0.0
24,14400,patient12,impaired_01,impaired,288,117,0.9743589743589743,0.9745533868340885,0.962962962962963,0.9870129870129869,0.9736842105263158
24,14400,patient12,impaired_02,impaired,288,117,0.8376068376068376,0.827363271011707,1.0,0.8041237113402061,0.6779661016949152
24,14400,patient12,impaired_03,impaired,288,117,1.0,1.0,1.0,1.0,1.0
24,14400,patient12,impaired_04,impaired,288,117,0.8034188034188035,0.8088127653345044,0.8181818181818181,0.7676767676767675,0.8405797101449275
24,14400,patient12,impaired_05,impaired,288,117,0.9829059829059829,0.9828947368421054,1.0,0.975,0.9736842105263158
24,14400,patient12,impaired_06,impaired,288,117,0.8888888888888888,0.8917393248379164,0.9166666666666666,0.8571428571428571,0.9014084507042254
24,14400,patient12,impaired_07,impaired,288,117,0.9145299145299145,0.9156905498368914,0.9230769230769231,0.878048780487805,0.945945945945946
24,14400,patient12,impaired_08,impaired,288,117,0.7264957264957265,0.6978939724037763,1.0,0.6862745098039216,0.4074074074074074
24,14400,patient12,impaired_09,impaired,288,117,0.6581196581196581,0.567793693809954,0.962962962962963,0.6428571428571428,0.09756097560975609
36,21600,patient1,healthy_01,healthy,432,117,0.9743589743589743,0.9743547591648859,1.0,0.9620253164556962,0.9610389610389611
36,21600,patient1,healthy_02,healthy,432,117,0.9658119658119658,0.965721819380356,1.0,0.951219512195122,0.945945945945946
36,21600,patient1,impaired_01,impaired,432,117,0.7521367521367521,0.7123784093076483,1.0,0.7289719626168224,0.4081632653061224
36,21600,patient1,impaired_02,impaired,432,117,0.9572649572649573,0.9570886284865491,1.0,0.9397590361445783,0.9315068493150686
36,21600,patient1,impaired_03,impaired,432,117,0.8888888888888888,0.8879867439933721,1.0,0.8470588235294118,0.8169014084507042
36,21600,patient1,impaired_04,impaired,432,117,0.9658119658119658,0.965721819380356,1.0,0.951219512195122,0.945945945945946
36,21600,patient1,impaired_05,impaired,432,117,0.8803418803418803,0.8763586956521738,1.0,0.8478260869565216,0.7812500000000001
36,21600,patient1,impaired_06,impaired,432,117,0.905982905982906,0.9040751299681368,1.0,0.8764044943820225,0.835820895522388
36,21600,patient2,healthy_01,healthy,432,117,0.7948717948717948,0.7734204793028322,1.0,0.7647058823529412,0.5555555555555556
36,21600,patient2,healthy_02,healthy,432,117,0.7350427350427351,0.6853406207300411,1.0,0.7155963302752294,0.3404255319148936
36,21600,patient2,impaired_01,impaired,432,117,0.7264957264957265,0.6978939724037763,1.0,0.6862745098039216,0.4074074074074074
36,21600,patient2,impaired_02,impaired,432,117,0.6581196581196581,0.5517241379310345,1.0,0.6551724137931034,0.0
36,21600,patient2,impaired_03,impaired,432,117,0.9230769230769231,0.9224523612261807,1.0,0.8941176470588235,0.8732394366197183
36,21600,patient2,impaired_04,impaired,432,117,0.8376068376068376,0.8295081967213115,1.0,0.8,0.6885245901639344
36,21600,patient2,impaired_05,impaired,432,117,1.0,1.0,1.0,1.0,1.0
36,21600,patient2,impaired_06,impaired,432,117,0.8717948717948718,0.8681318681318682,1.0,0.8351648351648352,0.7692307692307693
36,21600,patient3,healthy_01,healthy,432,117,0.9658119658119658,0.965721819380356,1.0,0.951219512195122,0.945945945945946
36,21600,patient3,healthy_02,healthy,432,117,0.6666666666666666,0.5555555555555555,1.0,0.6666666666666666,0.0
36,21600,patient3,impaired_01,impaired,432,117,0.6581196581196581,0.5517241379310345,1.0,0.6551724137931034,0.0
36,21600,patient3,impaired_02,impaired,432,117,0.8888888888888888,0.8910393222784424,0.945945945945946,0.853932584269663,0.8732394366197183
36,21600,patient3,impaired_03,impaired,432,117,0.8376068376068376,0.827363271011707,1.0,0.8041237113402061,0.6779661016949152
36,21600,patient3,impaired_04,impaired,432,117,0.8888888888888888,0.8857142857142858,1.0,0.8571428571428571,0.8
36,21600,patient3,impaired_05,impaired,432,117,0.9914529914529915,0.9914515863882952,1.0,0.9873417721518987,0.9870129870129869
36,21600,patient3,impaired_06,impaired,432,117,0.9401709401709402,0.9396851698425849,1.0,0.9176470588235294,0.9014084507042254
36,21600,patient4,healthy_01,healthy,432,117,0.9914529914529915,0.9914515863882952,1.0,0.9870129870129869,0.9873417721518987
36,21600,patient4,healthy_02,healthy,424,117,0.8461538461538461,0.8416666666666668,0.975,0.8000000000000002,0.7500000000000001
36,21600,patient4,impaired_01,impaired,432,117,0.8974358974358975,0.8968253968253969,1.0,0.8571428571428571,0.8333333333333333
36,21600,patient4,impaired_02,impaired,432,117,0.9914529914529915,0.9914515863882952,1.0,0.9873417721518987,0.9870129870129869
36,21600,patient4,impaired_03,impaired,432,117,1.0,1.0,1.0,1.0,1.0
36,21600,patient4,impaired_04,impaired,432,117,0.9658119658119658,0.965721819380356,1.0,0.951219512195122,0.945945945945946
36,21600,patient4,impaired_05,impaired,432,117,0.8034188034188035,0.787387132323841,0.9873417721518987,0.7676767676767675,0.6071428571428571
36,21600,patient4,impaired_06,impaired,432,117,0.8717948717948718,0.8668714797747056,1.0,0.8387096774193548,0.761904761904762
36,21600,patient4,impaired_07,impaired,432,117,0.7435897435897436,0.6990740740740741,1.0,0.7222222222222222,0.375
36,21600,patient5,healthy_01,healthy,432,117,0.7350427350427351,0.6853406207300411,1.0,0.7155963302752294,0.3404255319148936
36,21600,patient5,healthy_02,healthy,432,117,0.9145299145299145,0.9131016042780749,1.0,0.8863636363636364,0.8529411764705882
36,21600,patient5,impaired_01,impaired,432,117,0.8547008547008547,0.8474547023295944,1.0,0.8210526315789474,0.7213114754098361
36,21600,patient5,impaired_02,impaired,432,117,0.9487179487179487,0.9484126984126985,1.0,0.9285714285714286,0.9166666666666666
36,21600,patient5,impaired_03,impaired,432,117,0.8888888888888888,0.8857142857142858,1.0,0.8571428571428571,0.8
36,21600,patient6,healthy_01,healthy,432,117,0.9487179487179487,0.9490304216331613,0.9870129870129869,0.9285714285714286,0.9315068493150686
36,21600,patient6,impaired_01,impaired,432,117,0.6581196581196581,0.5517241379310345,1.0,0.6551724137931034,0.0
36,21600,patient6,impaired_02,impaired,432,117,0.7606837606837606,0.7252830188679246,1.0,0.7358490566037735,0.44000000000000006
36,21600,patient6,impaired_03,impaired,432,117,0.6837606837606838,0.6009217622301525,0.9873417721518987,0.6725663716814159,0.14285714285714288
36,21600,patient6,impaired_04,impaired,432,117,0.8547008547008547,0.8474547023295944,1.0,0.8210526315789474,0.7213114754098361
36,21600,patient7,healthy_01,healthy,432,117,0.9658119658119658,0.9657894736842105,1.0,0.9500000000000001,0.9473684210526315
36,21600,patient7,healthy_02,healthy,432,117,0.9316239316239316,0.9308970099667774,1.0,0.9069767441860465,0.8857142857142858
36,21600,patient7,impaired_01,impaired,432,117,0.9743589743589743,0.9743547591648859,0.9610389610389611,0.9620253164556962,1.0
